occurences,year,artist
1,1968,France Gall
1,1970,Black Sabbath
1,1970,Brigitte Fontaine
1,1970,Elton John
1,1972,Jackson Browne
1,1973,Mahavishnu Orchestra
1,1973,The Beatles
1,1973,The Rolling Stones
1,1973,Yes
1,1976,Blue \u00d6yster Cult
1,1978,Peter Gabriel
1,1980,Laraaji
1,1981,Rush
1,1982,Neil Young
1,1982,Ornette Coleman
1,1987,Black Flag
1,1987,Gipsy Kings
1,1988,Bon Jovi
1,1988,Journey
1,1989,Cowboy Junkies
1,1990,Anne Clark
1,1990,GWAR
1,1990,Quicksand
1,1991,808 State
1,1991,Corrosion of Conformity
1,1991,Death
1,1991,Heathen
1,1991,Skinny Puppy
1,1991,Swimming The Nile
1,1992,Daisy Chainsaw
1,1992,Godflesh
1,1992,Vital Remains
1,1992,Ziggy Marley & The Melody Makers
1,1993,Rush
1,1994,Derek and the Dominos
1,1994,Napalm Death
1,1994,Rancid
1,1994,Running Wild
1,1994,Toadies
1,1995,Brujeria
1,1995,Kitaro
1,1996,Empyrium
1,1996,Le Click
1,1996,The Wrens
1,1997,Alpha
1,1997,Dead Boys
1,1997,Papas Fritas
1,1997,The Chemical Brothers
1,1997,The Jam
1,1998,Caesars
1,1998,Dark Funeral
1,1998,Elend
1,1998,G\u00e9rard Lenorman
1,1998,Painkiller
1,1998,U2
1,1999,Covenant
1,1999,Pennywise
1,1999,Pet Shop Boys
1,1999,Queen
1,2000,Aaron Tippin
1,2000,Bright Eyes
1,2000,Lynyrd Skynyrd
1,2000,Plazma
1,2000,Silentium
1,2000,Spin Doctors
1,2000,Tegan and Sara
1,2000,The Jackson 5
1,2000,Travis
1,2001,...And You Will Know Us by the Trail of Dead
1,2001,Atjazz
1,2001,Clawfinger
1,2001,D12
1,2001,Isis
1,2001,Kamelot
1,2001,\u00dcnloco
1,2002,30 Seconds to Mars
1,2002,Big D And The Kids Table
1,2002,Fleetwood Mac
1,2002,Layo & Bushwacka!
1,2002,Lionel Richie
1,2002,Michael Andrews
1,2002,Oingo Boingo
1,2002,Pet Shop Boys
1,2002,Ramones
1,2002,Soft Machine
1,2002,The Shamen
1,2002,Thomas Dybdahl
1,2002,Venom
1,2003,Cave In
1,2003,Counting Crows
1,2003,R.E.M.
1,2003,Sam Cooke
1,2003,The Books
1,2003,The Cars
1,2003,The Chemical Brothers
1,2004,CocoRosie
1,2004,Dani Siciliano
1,2004,Deaf Center
1,2004,Esoteric
1,2004,Jay-Jay Johanson
1,2004,Marissa Nadler
1,2004,The Lovin' Spoonful
1,2004,Ying Yang Twins
1,2005,Alkaline Trio
1,2005,Atrium Carceri
1,2005,Death in Vegas
1,2005,Falconer
1,2005,Fettes Brot
1,2005,Gipsy Kings
1,2005,Gripin
1,2005,Hammock
1,2006,A Hawk and a Hacksaw
1,2006,Antony Parviainen
1,2006,B. Fleischmann
1,2006,Deutsch Nepal
1,2006,Esbj\u00f6rn Svensson Trio
1,2006,Ewun
1,2006,Holly Brook
1,2006,Jakob
1,2006,Josh Groban
1,2006,Kasia Stankiewicz
1,2006,Loreena McKennitt
1,2006,Paul Oakenfold
1,2006,SuidAkrA
1,2006,The Holloways
1,2007,Beherit
1,2007,Dirty Elegance
1,2007,Francis Cabrel
1,2007,From The Shallows
1,2007,Karmella's Game
1,2007,Kenny Chesney
1,2007,Martin Buttrich
1,2007,Matteah Baim
1,2007,Paprika Korps
1,2007,Pendulum
1,2007,Rebelution
1,2007,Ringo Starr
1,2007,Stan Getz
1,2007,Tiamat
1,2007,Yes
1,2007,Yuksek
1,2007,\u30b9\u30c8\u30ec\u30a4\u30c6\u30ca\u30fc
1,2008,Alicia Keys
1,2008,Architects
1,2008,Eliane Elias
1,2008,Heavy Heavy Low Low
1,2008,James Holden
1,2008,Linkin Park
1,2008,Mercy Mercedes
1,2008,Moodswing
1,2008,Poets of the Fall
1,2008,Sugarplum Fairy
1,2008,The Fall of Every Season
1,2008,These Are Powers
1,2008,Trey Songz
1,2008,Valencia
1,2009,A Tribe Called Quest
1,2009,Benny Benassi
1,2009,Bryan Ferry
1,2009,Fila Brazillia
1,2009,Freddie Notes & The Rudies
1,2009,Gary Moore
1,2009,Gioacchino Rossini
1,2009,K.I.Z.
1,2009,Melt-Banana
1,2009,Mia Vermillion
1,2009,Peace Orchestra
1,2009,Phantogram
1,2009,Stratovarius
1,2009,Susan Boyle
1,2009,White Lies
1,2009,Worm Is Green
1,2009,X-Fusion
1,2010,D'espairsRay
1,2010,Darkstar
1,2010,Dimmu Borgir
1,2010,Dionne Warwick
1,2010,Equilibrium
1,2010,Fall Out Boy
1,2010,Girl Unit
1,2010,Guthrie Govan
1,2010,Jamie Cullum
1,2010,Julian Casablancas
1,2010,June Christy
1,2010,Lady Antebellum
1,2010,Nostalgia 77
1,2010,Pain of Salvation
1,2010,Sam Sparro
1,2010,Sleepy Sun
1,2010,Stratovarius
1,2010,The Stooges
1,2010,Wire
1,2011,Atlas Sound
1,2011,Bobby Vinton
1,2011,Born of Osiris
1,2011,Cass McCombs
1,2011,Cassie
1,2011,Cher
1,2011,Chuck Berry
1,2011,Collingsworth Family
1,2011,David Guetta
1,2011,Decapitated
1,2011,Extreme Noise Terror
1,2011,Hot Chelle Rae
1,2011,INXS
1,2011,Jamie Cullum
1,2011,LMC vs. U2
1,2011,Little Anthony & the Imperials
1,2011,Lykke Li
1,2011,Neil Young
1,2011,Noah and the Whale
1,2011,Pawel
1,2011,Powderfinger
1,2011,SBTRKT
1,2011,Santa Sabina
1,2011,Scorpions
1,2011,Sepalcure
1,2011,Shawty Lo
1,2011,White Denim
1,2012,Birdy
1,2012,Buddy Holly
1,2012,Chuck Berry
1,2012,Crossfade
1,2012,Die Antwoord
1,2012,Electronic
1,2012,Fleet Foxes
1,2012,Harry Chapin
1,2012,Jet
1,2012,Kombajn Do Zbierania Kur Po Wioskach
1,2012,Kylie Minogue
1,2012,Michael Bubl\u00e9
1,2012,Porter Ricks
1,2012,Radical Face
1,2012,Sonic Youth
1,2012,Tony Bennett
1,2013,65daysofstatic
1,2013,Alannah Myles
1,2013,Anathema
1,2013,Avantasia
1,2013,Calvin Harris
1,2013,Carpenter Brut
1,2013,Christina Aguilera
1,2013,Clarence \Frogman\ Henry
1,2013,Crossfaith
1,2013,Ed Sheeran
1,2013,Hadouken!
1,2013,Heaven Shall Burn
1,2013,Howlin' Wolf
1,2013,J Balvin
1,2013,Jay-Z
1,2013,Letherette
1,2013,Madonna
1,2013,Maduk
1,2013,McFly
1,2013,Nine Inch Nails
1,2013,Paul Simon
1,2013,Peter Broderick
1,2013,Queens of the Stone Age
1,2013,Roni Size
1,2013,Roosevelt
1,2013,Sade
1,2013,Seba
1,2013,Tegan and Sara
1,2013,The Band
1,2013,The Jesus and Mary Chain
1,2013,Tricky
1,2013,Wax
1,2014,Bleachers
1,2014,Darius
1,2014,J. Cole
1,2014,John Hiatt
1,2014,Maybeshewill
1,2014,Perfume Genius
1,2014,Random Forest
1,2014,Screaming Trees
1,2014,St. Germain
1,2014,St. Vincent
1,2014,Texas
1,2014,Tom Waits
1,2015,Bob Dylan
1,2015,Bob Marley & The Wailers
1,2015,Madeon
1,2015,Naoki Kenji
1,2016,Black Sabbath
1,2016,Chairlift
1,2016,Heaven Shall Burn
1,2016,Hit the Lights
1,2016,Islands
1,2016,My Chemical Romance
1,2016,Nathan Sykes
1,2016,Omnium Gatherum
1,2016,Pinkshinyultrablast
1,2016,Prince Buster
1,2016,That Poppy
1,2016,The Chainsmokers
1,2017,Bob Marley & The Wailers
1,2017,Charlotte Gainsbourg
1,2017,Johann Sebastian Bach
1,2017,Sleater-Kinney
1,2018,Esther Phillips
1,2018,Kilo Kish
1,2018,Tourist
1,2019,FKA twigs
1,2019,No Doubt
1,2020,5 Seconds of Summer
2,1968,The Zombies
2,1969,Gandalf
2,1972,Pink Floyd
2,1972,Wishbone Ash
2,1976,Kansas
2,1977,Suicide
2,1977,Supertramp
2,1980,The Rolling Stones
2,1981,Soft Cell
2,1982,Mercedes Sosa
2,1984,Dead Can Dance
2,1985,Oingo Boingo
2,1986,Iron Maiden
2,1986,Ministry
2,1987,Andrew Lloyd Webber
2,1988,Randy Travis
2,1989,Duran Duran
2,1989,Testament
2,1990,Queensr\u00ffche
2,1991,Bob Dylan
2,1991,Bruce Dickinson
2,1992,INXS
2,1992,The Shamen
2,1993,James Taylor
2,1993,Jamiroquai
2,1994,Prong
2,1995,Gene
2,1996,ABBA
2,1996,Hooverphonic
2,1996,Laibach
2,1997,Curtis Mayfield
2,1997,Erykah Badu
2,1997,Mary J. Blige
2,1997,Moby
2,1997,Sigur R\u00f3s
2,1997,The Police
2,1998,Cornelius
2,1998,Iced Earth
2,1998,Manic Street Preachers
2,1998,Napalm Death
2,1998,Scott Weiland
2,1998,Swingin' Utters
2,1998,William Ackerman
2,1999,ABBA
2,1999,Bob Dylan
2,1999,Jamiroquai
2,1999,Macbeth
2,1999,Piano Magic
2,1999,Samael
2,1999,Sofa Surfers
2,1999,The Mavericks
2,1999,Toad The Wet Sprocket
2,2000,Thunderball
2,2001,Apparat
2,2001,Dry Kill Logic
2,2001,Neil Diamond
2,2001,OutKast
2,2002,Atreyu
2,2002,Goldfinger
2,2002,Savatage
2,2002,Take That
2,2003,In The Woods...
2,2003,KMFDM
2,2003,Sarah Brightman
2,2003,Sidestepper
2,2003,The Juliana Theory
2,2004,Alanis Morissette
2,2004,Alexisonfire
2,2004,Mannheim Steamroller
2,2005,A Change of Pace
2,2005,Animosity
2,2005,Blonde Redhead
2,2005,Bullet for My Valentine
2,2005,Citizen Cope
2,2005,Fantan Mojah
2,2005,Feindflug
2,2005,Hanner
2,2005,Hush
2,2005,L'Arc~en~Ciel
2,2005,Sambassadeur
2,2005,Strapping Young Lad
2,2005,Teddy Geiger
2,2006,All That Remains
2,2006,Amethystium
2,2006,An Albatross
2,2006,Disciple
2,2006,Gandalf
2,2006,Joe Satriani
2,2006,Lacuna Coil
2,2006,Madrugada
2,2006,Nickel Creek
2,2006,The Smiths
2,2006,Violator
2,2007,2002
2,2007,Akercocke
2,2007,Bebel Gilberto
2,2007,Billy Talent
2,2007,Blake Shelton
2,2007,Jonas Brothers
2,2007,Krazy Baldhead
2,2007,Player
2,2007,Puscifer
2,2007,Television
2,2007,The Police
2,2007,Toto
2,2007,Tracy Lawrence
2,2007,Vomitory
2,2008,Bonobo
2,2008,Brazilian Girls
2,2008,Deftones
2,2008,Diane Arkenstone
2,2008,Elvis Costello & The Attractions
2,2008,Eric Hutchinson
2,2008,Goldfish
2,2008,H2O
2,2008,Kris Kristofferson
2,2008,Madsen
2,2008,Megadeth
2,2008,Stille Volk
2,2008,The Cars
2,2008,The Electric Prunes
2,2008,Three Days Grace
2,2008,Wolfgang Amadeus Mozart
2,2009,Artesia
2,2009,Bleed from Within
2,2009,Bob Marley & The Wailers
2,2009,C\u00e9u
2,2009,Dethklok
2,2009,Dion
2,2009,Freetempo
2,2009,Hemp Gru
2,2009,Landon Pigg
2,2009,Ludwig van Beethoven
2,2009,Marvin Gaye
2,2009,Mike Oldfield
2,2009,Oh, Sleeper
2,2009,Panic! at the Disco
2,2009,She Wants Revenge
2,2009,The Chameleons
2,2009,The Georgia Satellites
2,2009,Ti\u00ea
2,2009,fun.
2,2010,Autolux
2,2010,B.o.B
2,2010,Cephalic Carnage
2,2010,Chiddy Bang
2,2010,Faith No More
2,2010,Gayngs
2,2010,Grinderman
2,2010,Isobel Campbell & Mark Lanegan
2,2010,John Legend & The Roots
2,2010,Keith Richards
2,2010,Little Walter
2,2010,Muffler
2,2010,Phaeleh
2,2010,Reef
2,2010,Snow Patrol
2,2010,Suffokate
2,2010,The Scientists
2,2010,Wilson Pickett
2,2011,2Pac
2,2011,Bette Midler
2,2011,Billie Holiday
2,2011,Cliff Martinez
2,2011,Draconian
2,2011,Dum Dum Girls
2,2011,Kill the Noise
2,2011,Madness
2,2011,Meat Loaf
2,2011,Miami Horror
2,2011,Nancy Wilson
2,2011,Opeth
2,2011,Silverstein
2,2011,Steve Hackett
2,2011,The Devil Wears Prada
2,2011,The Fray
2,2012,3 Doors Down
2,2012,Alabama Shakes
2,2012,Bob Dylan
2,2012,Capercaillie
2,2012,Connie Francis
2,2012,DIIV
2,2012,Frank Sinatra
2,2012,Giacomo Puccini
2,2012,Goldfrapp
2,2012,Gustav Holst
2,2012,Kendrick Lamar
2,2012,Killer Mike
2,2012,Lana Del Rey
2,2012,Mike Oldfield
2,2012,OneRepublic
2,2012,Simian Mobile Disco
2,2012,Stratovarius
2,2012,Sunlounger
2,2012,The Jam
2,2012,The Kingston Trio
2,2012,Tomaso Giovanni Albinoni
2,2013,Born of Osiris
2,2013,Bruce Springsteen
2,2013,Chl\u00f6e Howl
2,2013,Diana Krall
2,2013,Enter Shikari
2,2013,Etta James
2,2013,Fitz and the Tantrums
2,2013,Justin Bieber
2,2013,Khaled
2,2013,The Police
2,2013,The Prodigy
2,2014,Daft Punk
2,2014,Foo Fighters
2,2014,Frankie Goes to Hollywood
2,2014,Hozier
2,2014,Lord Huron
2,2014,Ocean Jet
2,2014,The Grass Roots
2,2014,Wild Belle
2,2015,Joris Delacroix
2,2015,Ladytron
2,2015,Noisia
2,2015,Sam Smith
2,2015,Stromkern
2,2016,Bruce Springsteen
2,2016,DJ Zinc
2,2016,kyary pamyu pamyu
2,2017,Circa Survive
2,2017,Mastodon
2,2018,Cardi B
2,2018,Diplo
2,2018,Prince
2,2019,Green River
2,2019,Tool
3,1962,Dick Dale & His Del-Tones
3,1967,The Beatles
3,1968,Deep Purple
3,1971,The Who
3,1974,ABBA
3,1976,James Taylor
3,1976,Thin Lizzy
3,1978,Israel Vibration
3,1979,Fleetwood Mac
3,1979,Mot\u00f6rhead
3,1979,Prince
3,1979,The Residents
3,1982,Bad Religion
3,1983,Black Flag
3,1983,Black Sabbath
3,1983,Suicidal Tendencies
3,1983,The Durutti Column
3,1985,Joe Walsh
3,1989,Candlemass
3,1991,The Tragically Hip
3,1992,At the Gates
3,1992,Madonna
3,1992,Spiritualized
3,1992,The Sugarcubes
3,1992,Tool
3,1993,Judas Priest
3,1993,Pur
3,1993,Rancid
3,1993,Testament
3,1994,Global Communication
3,1994,Stanley Myers
3,1995,Bruce Springsteen
3,1995,Kreator
3,1995,Pink Floyd
3,1997,In Flames
3,1997,Loreena McKennitt
3,1998,Angra
3,1998,Bathory
3,1998,Boston
3,1998,Gang Starr
3,1998,Joachim Witt
3,1998,Plastikman
3,1998,Weather Report
3,1999,CUBISMO GRAFICO
3,1999,David Bowie
3,1999,E-Rotic
3,1999,Velvet Acid Christ
3,2000,Cryptopsy
3,2000,Haggard
3,2000,Lenny Kravitz
3,2000,Phil Vassar
3,2000,Pig Destroyer
3,2000,Stiff Little Fingers
3,2000,The Beatles
3,2000,Tina Cousins
3,2000,Wyclef Jean
3,2001,Converge
3,2001,O Rappa
3,2001,P!nk
3,2001,Pixies
3,2001,Stephen Malkmus
3,2001,The Album Leaf
3,2002,Beborn Beton
3,2002,Doormouse
3,2002,Infected Mushroom
3,2002,Infected Mushroom & Yahel
3,2002,Vintersorg
3,2003,Ashanti
3,2003,Atrium Carceri
3,2003,Deep Blue Something
3,2003,Dizzee Rascal
3,2003,Dulce Liquido
3,2003,Leviathan
3,2003,Live
3,2003,Liz Phair
3,2003,Serge Gainsbourg
3,2004,Alicia Keys
3,2004,Die Apokalyptischen Reiter
3,2004,Emery
3,2004,Lit
3,2004,Lonestar
3,2004,Loreena McKennitt
3,2004,The Olivia Tremor Control
3,2004,The Wretch
3,2005,Icon of Coil
3,2005,Jane's Addiction
3,2005,Mary Gauthier
3,2005,Paul Anka
3,2005,Revolverheld
3,2005,Rita Marley
3,2005,dEUS
3,2006,Bitter:Sweet
3,2006,Black Sun Empire
3,2006,Global Experience
3,2006,Hypocrisy
3,2007,1990s
3,2007,Andrea Bocelli
3,2007,Clutch
3,2007,CocoRosie
3,2007,Jae Millz
3,2007,Jill Scott
3,2007,Mary J. Blige
3,2007,Milanese
3,2007,Rihanna
3,2007,The Cure
3,2007,Voltaire
3,2008,Adriana Calcanhotto
3,2008,Calvin Harris
3,2008,Dan Le Sac vs Scroobius Pip
3,2008,Elektrochemie
3,2008,Fuel
3,2008,Glasvegas
3,2008,Karen Dalton
3,2008,M\u00e5negarm
3,2008,Russian Red
3,2008,The Chameleons
3,2008,The Roots
3,2008,Venetian Snares
3,2008,ill.Gates
3,2009,Abel Korzeniowski
3,2009,Ennio Morricone
3,2009,Katy Perry
3,2009,Nelly Furtado
3,2009,Nina Simone
3,2009,Pictureplane
3,2009,Razorlight
3,2009,Stephan Bodzin
3,2009,Tim Berg
3,2009,Twisted Wheel
3,2009,War from a Harlots Mouth
3,2010,Angelspit
3,2010,Athlete
3,2010,City and Colour
3,2010,Geographer
3,2010,George Baker Selection
3,2010,Gigi D'Agostino
3,2010,Jaguares
3,2010,Johnossi
3,2010,Kivimets\u00e4n Druidi
3,2010,Mary Chapin Carpenter
3,2010,Minnie Riperton
3,2010,Motionless in White
3,2010,Ne-Yo
3,2010,On-The-Go
3,2010,Rock Mafia
3,2010,Split Tongue Crow
3,2010,The Morning Benders
3,2011,:Wumpscut:
3,2011,Above & Beyond
3,2011,Aes Dana
3,2011,Band of Horses
3,2011,Big Sean
3,2011,Bill Evans
3,2011,Buddy Holly
3,2011,DJ Shadow
3,2011,Fleetwood Mac
3,2011,Michelle Branch
3,2011,Niki & the Dove
3,2011,The Everly Brothers
3,2011,The Honeycombs
3,2011,Thin Lizzy
3,2011,Tides From Nebula
3,2011,Trent Reznor and Atticus Ross
3,2011,VNV Nation
3,2011,Wye Oak
3,2012,Angra
3,2012,Black Rebel Motorcycle Club
3,2012,Charles Manson
3,2012,Emalkay
3,2012,Frank Zappa
3,2012,Minnie Riperton
3,2012,Nina Simone
3,2012,Robbie Dupree
3,2012,Sarah Vaughan
3,2012,Slash
3,2012,The Disco Boys
3,2012,The Used
3,2013,Black Books
3,2013,Blood Ceremony
3,2013,Cannonball Adderley
3,2013,Counting Crows
3,2013,David Lynch
3,2013,Hot Butter
3,2013,Kurt Vile
3,2013,Sash!
3,2013,The Paper Kites
3,2013,Youth Lagoon
3,2014,Ariel Pink
3,2014,Blake Shelton
3,2014,Calvin Harris
3,2014,Damon Albarn
3,2014,Electric Wizard
3,2014,George McCrae
3,2014,James Vincent McMorrow
3,2014,Kiesza
3,2014,Maria McKee
3,2014,Mary Jane Girls
3,2014,Paloma Faith
3,2014,Patsy Cline
3,2014,Solar Fields
3,2014,Soundgarden
3,2014,X Ambassadors
3,2015,Barcode Brothers
3,2015,Enam
3,2015,Johnny Cash
3,2015,Tarja
3,2016,Adam Lambert
3,2016,Blank Banshee
3,2016,Curtis Mayfield
3,2016,The Strumbellas
3,2016,Thrice
3,2016,Tribulation
3,2016,Zayn
3,2017,Frank Turner
3,2017,Halsey
3,2017,Lorde
3,2017,Sophie
3,2018,Daughters
3,2018,Juice WRLD
3,2018,Nightwish
3,2019,The Ataris
4,1954,Jaco Pastorius
4,1965,Jackson C. Frank
4,1969,Steamhammer
4,1973,Earth, Wind & Fire
4,1974,The Velvet Underground
4,1981,Journey
4,1983,Frank Zappa
4,1984,Talking Heads
4,1985,Wipers
4,1987,Whitesnake
4,1991,The Specials
4,1992,Blind Guardian
4,1992,Sublime
4,1993,Eurythmics
4,1993,Rosetta Stone
4,1993,Soul Asylum
4,1994,Marduk
4,1994,Ulver
4,1995,Autechre
4,1995,Guster
4,1995,The Mavericks
4,1995,Wes Montgomery
4,1996,Discount
4,1996,Gorgoroth
4,1996,XTC
4,1997,Biosphere
4,1997,The Replacements
4,1998,Nasum
4,1998,The Presidents of the United States of America
4,1999,Black Tambourine
4,1999,Dropkick Murphys
4,1999,Jacob Miller
4,1999,Kayah i Bregovi\u0107
4,1999,Korn
4,1999,Today Is The Day
4,1999,Wibutee
4,2000,Medi\u00e6val B\u00e6bes
4,2001,Culture Kult\u00fcr
4,2001,Fad Gadget
4,2001,Genitallica
4,2001,The Beta Band
4,2002,Acda en de Munnik
4,2002,Roger Waters
4,2002,Sean Paul
4,2002,The Mighty Mighty Bosstones
4,2003,Al Hirt
4,2003,Grateful Dead
4,2003,Sonata Arctica
4,2004,Dark Funeral
4,2004,Heathen
4,2004,Herbie Hancock
4,2004,Hoobastank
4,2004,U2
4,2004,Yeah Yeah Yeahs
4,2004,Yes
4,2005,Editors
4,2005,Junior Senior
4,2005,Lene Marlin
4,2005,Michael Jackson
4,2005,The Aquabats
4,2005,The Flatliners
4,2005,Tito Puente
4,2005,XIV Dark Centuries
4,2006,Chris Brown
4,2006,Dawn of Ashes
4,2006,Doof
4,2006,Matthew Dear
4,2006,Ratos De Por\u00e3o
4,2006,SPK
4,2006,Skillet
4,2006,Wolf Parade
4,2007,Aaron
4,2007,Circa Survive
4,2007,Common
4,2007,Dr. Dog
4,2007,Eric Clapton
4,2007,Gamma Ray
4,2007,Heaven Shall Burn
4,2007,I:Scintilla
4,2007,Iced Earth
4,2007,Ingrid Michaelson
4,2007,John Fogerty
4,2007,Oneohtrix Point Never
4,2007,Prefab Sprout
4,2007,Queen
4,2007,Radical Face
4,2007,The Beautiful Girls
4,2008,Colbie Caillat
4,2008,Good Old War
4,2008,Mo' Horizons
4,2008,Nico
4,2008,PeterLicht
4,2008,The Red Army Choir
4,2008,The Ting Tings
4,2008,Westside Connection
4,2009,Anal Cunt
4,2009,B.B. King
4,2009,Bibio
4,2009,Fejd
4,2009,Gramatik
4,2009,Meiko
4,2009,Narziss
4,2009,Shiny Toy Guns
4,2009,Strawberry Switchblade
4,2009,The Stranglers
4,2009,Yngwie Malmsteen
4,2009,ZZ Top
4,2010,Actress
4,2010,DJ Quicksilver
4,2010,Toots and The Maytals
4,2010,Van Canto
4,2011,Asking Alexandria
4,2011,Blawan
4,2011,Fleshgod Apocalypse
4,2011,Hank Williams
4,2011,Jason Der\u00fclo
4,2011,Rotten Sound
4,2011,Steamhammer
4,2011,Susan Cadogan
4,2011,The Cars
4,2011,The Pussycat Dolls
4,2012,2 Chainz
4,2012,Albert Ayler
4,2012,Alice Cooper
4,2012,Alpine
4,2012,Echobelly
4,2012,Emmure
4,2012,Eric Prydz
4,2012,Faith Evans
4,2012,Kamp!
4,2012,Kanye West
4,2012,Katatonia
4,2012,Lacuna Coil
4,2012,LeAnn Rimes
4,2012,Sugar Minott
4,2013,Betty Who
4,2013,Billie Holiday
4,2013,Celldweller
4,2013,Chelsea Wolfe
4,2013,Daft Punk
4,2013,Dead Can Dance
4,2013,Demi Lovato
4,2013,Lady Gaga
4,2013,Nico & Vinz
4,2013,Robin Thicke
4,2013,Simply Red
4,2013,Talking Heads
4,2014,Chet Baker
4,2014,Ciara
4,2014,Donny Hathaway
4,2014,Ennio Morricone
4,2014,Gene Chandler
4,2014,Spice Girls
4,2014,Still Parade
4,2014,The Stooges
4,2014,Univers Zero
4,2014,Wu-Tang Clan
4,2015,David Bowie
4,2015,Jaakko Eino Kalevi
4,2015,Ultrabeat
4,2016,Tycho
4,2017,Bruce Springsteen
4,2017,FKJ
4,2019,Caroline Polachek
5,1961,John Coltrane
5,1968,Cream
5,1971,Joni Mitchell
5,1972,Looking Glass
5,1972,Scorpions
5,1972,The O'Jays
5,1973,Neu!
5,1977,Eddie Money
5,1980,Captain Beefheart & His Magic Band
5,1980,Ozzy Osbourne
5,1982,The Who
5,1983,Stevie Nicks
5,1984,Kim Mitchell
5,1984,Lustmord
5,1984,Minutemen
5,1984,Skinny Puppy
5,1985,Lowlife
5,1985,Whitney Houston
5,1987,Eek-a-Mouse
5,1987,Thomas Dolby
5,1988,Belouis Some
5,1989,Joe Satriani
5,1989,The Durutti Column
5,1992,Buddy Guy
5,1992,Silvio Rodr\u00edguez
5,1994,The Miracles
5,1995,Fettes Brot
5,1995,Joe Walsh
5,1996,Dispatch
5,1996,Moby
5,1997,Bettie Serveert
5,1997,The Jon Spencer Blues Explosion
5,1999,Eric Clapton
5,1999,Michel Polnareff
5,1999,Nightmares on Wax
5,1999,Teena Marie
5,2000,Creedence Clearwater Revival
5,2000,Kamelot
5,2000,Less Than Jake
5,2001,Delerium
5,2001,Destruction
5,2001,Diana Krall
5,2001,Kyoto Jazz Massive
5,2001,The Cure
5,2001,Yellowcard
5,2002,Black Sabbath
5,2002,Keren Ann
5,2002,Spoon
5,2002,The Sounds
5,2002,Zeraphine
5,2003,Blood Has Been Shed
5,2003,Kammarheit
5,2003,Martha Reeves & The Vandellas
5,2003,The Old Dead Tree
5,2003,Turin Brakes
5,2004,Dilated Peoples
5,2004,Dispatch
5,2004,Novaspace
5,2004,Toto
5,2005,Belle and Sebastian
5,2005,Black Uhuru
5,2005,Chris Brown
5,2005,Die Apokalyptischen Reiter
5,2005,Estopa
5,2005,Front Line Assembly
5,2005,Life Cried
5,2005,Ryan Adams
5,2005,Soft Machine
5,2005,The Cure
5,2006,Fields of the Nephilim
5,2006,Fobia
5,2006,James Blake
5,2006,Johnny Truant
5,2006,Kaskade
5,2006,The Black Angels
5,2006,The Damned
5,2006,The Haunted
5,2006,Tom Jones
5,2007,Blood Stain Child
5,2007,Cutting Pink With Knives
5,2007,Eths
5,2007,Indigo Girls
5,2007,Jordin Sparks
5,2007,Magik Markers
5,2007,Mason vs Princess Superstar
5,2007,Onur \u00d6zer
5,2007,Papa Roach
5,2007,Sixx:A.M.
5,2007,Swallow the Sun
5,2007,The Dance Inc.
5,2007,Warren Zevon
5,2008,C\u0153ur de Pirate
5,2008,Headhunter
5,2008,Little Dragon
5,2008,Matty G
5,2009,Amanda Jenssen
5,2009,Dum Dum Girls
5,2009,Florence Rawlings
5,2009,Goldfish
5,2009,Howie Day
5,2009,Leaves' Eyes
5,2009,Mr. Mister
5,2009,Rascal Flatts
5,2009,Slavic Soul Party!
5,2010,Bring Me the Horizon
5,2010,Clint Mansell
5,2010,Crystal Fighters
5,2010,Johnnie Taylor
5,2010,Kanye West
5,2010,Logo
5,2010,The Ethiopians
5,2010,The Killers
5,2010,The Skids
5,2011,Arctic Monkeys
5,2011,Balam Acab
5,2011,Jennifer Lopez
5,2011,Richard Marx
5,2011,Taylor Swift
5,2011,The Plot in You
5,2011,Ultravox
5,2011,Zaz
5,2012,Chris Clark
5,2012,Electric Guest
5,2012,Freddy Fender
5,2012,Hollywood Undead
5,2012,Noisestorm
5,2012,Shovels & Rope
5,2012,TR\/ST
5,2012,Taj Mahal
5,2012,The Velvet Underground
5,2012,The Weeknd
5,2013,Avicii
5,2013,Bear in Heaven
5,2013,Everything But the Girl
5,2013,Gaia
5,2013,God Is An Astronaut
5,2013,Iced Earth
5,2013,Luniz
5,2013,Protest the Hero
5,2013,Roy Orbison
5,2013,The Cast of Frozen
5,2013,The Vaccines
5,2013,Zomboy
5,2014,BROODS
5,2014,Dierks Bentley
5,2014,Junip
5,2014,Peter Tosh
5,2014,Seinabo Sey
5,2014,The Acacia Strain
5,2015,Die Antwoord
5,2015,Kat Dahlia
5,2015,Of Monsters and Men
5,2015,Orchestra Baobab
5,2016,Every Time I Die
5,2016,Nelly
5,2017,Moondog
5,2017,Taylor Swift
5,2018,Kacey Musgraves
5,2018,U.S. Girls
6,1960,Marty Robbins
6,1963,Bob B. Soxx & The Blue Jeans
6,1970,Emerson, Lake & Palmer
6,1971,Serge Gainsbourg
6,1974,The Rolling Stones
6,1979,David Allan Coe
6,1979,Lizzy Mercier Descloux
6,1980,Dire Straits
6,1981,The Cure
6,1984,The Psychedelic Furs
6,1985,Possessed
6,1987,Savatage
6,1990,Lyle Lovett
6,1991,Bathory
6,1993,New Order
6,1993,Pentagram
6,1994,Corrosion of Conformity
6,1994,Mano Negra
6,1995,John Hiatt
6,1995,Love Like Blood
